"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
1;4;23;"Sebastian FIJAŁKOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"prezes";"Rakowice";"020102";"gm. Bolesławiec";"członek partii politycznej: Prawo i Sprawiedliwość";"";470;"0,27";"0,09";"Nie"
1;4;24;"Przemysław Maciej BOŻEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel";"Głogów";"020301";"m. Głogów";"nie należy do partii politycznej";"";2394;"1,37";"0,48";"Nie"
1;5;1;"Robert Sebastian GRZECHNIK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Wrocław";"026401";"m. Wrocław";"członek partii politycznej: Nowa Nadzieja";"";11163;"35,14";"2,22";"Nie"
1;5;2;"Krzysztof Piotr SŁUGOCKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"konstruktor prototypów wiązek elektrycznych";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Konfederacja Korony Polskiej";"";2813;"8,85";"0,56";"Nie"
1;5;3;"Maciej Janusz PIOTROWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"doradca podatkowy";"Głogów";"020301";"m. Głogów";"członek partii politycznej: Ruch Narodowy";"";2004;"6,31";"0,40";"Nie"
1;5;4;"Jacek Baltazar KORWIN-MIKKE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Józefów";"141701";"m. Józefów";"członek partii politycznej: Nowa Nadzieja";"";3965;"12,48";"0,79";"Nie"
1;5;5;"Szymon Piotr LEWANDOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"pracownik administracji publicznej";"Przemków";"021605";"gm. Przemków";"członek partii politycznej: Ruch Narodowy";"";1847;"5,81";"0,37";"Nie"
1;5;6;"Tomasz WACH";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"adwokat";"Wrocław";"026401";"m. Wrocław";"członek partii politycznej: Nowa Nadzieja";"";1318;"4,15";"0,26";"Nie"
1;5;7;"Mateusz Robert KASPRZAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"zawodowy działacz organizacji pozarządowej";"Lubań";"021001";"m. Lubań";"członek partii politycznej: Nowa Nadzieja";"";806;"2,54";"0,16";"Nie"
1;5;8;"Artur BARCIKOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"rolnik";"Lubin";"021101";"m. Lubin";"członek partii politycznej: Nowa Nadzieja";"";682;"2,15";"0,14";"Nie"
1;5;9;"Małgorzata Janina MAGNUSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"pedagog";"Warszawa";"146508";"Praga-Północ";"nie należy do partii politycznej";"";549;"1,73";"0,11";"Nie"
1;5;10;"Kamil Gabriel JANIC";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"informatyk";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Nowa Nadzieja";"";1007;"3,17";"0,20";"Nie"
1;5;11;"Pola Anastazja WIKTORSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"społeczny kurator sądowy";"Bolesławiec";"020101";"m. Bolesławiec";"członek partii politycznej: Ruch Narodowy";"";692;"2,18";"0,14";"Nie"
1;5;12;"Elżbieta KWIETNICKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"pielęgniarka";"Jelenia Góra";"026101";"m. Jelenia Góra";"nie należy do partii politycznej";"";314;"0,99";"0,06";"Nie"
1;5;13;"Anna Monika SOLECKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"pracownik socjalny";"Lubań";"021001";"m. Lubań";"nie należy do partii politycznej";"";721;"2,27";"0,14";"Nie"
1;5;14;"Agata Kinga ROKASZEWICZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"bankowiec-starszy referent";"Głogów";"020301";"m. Głogów";"członek partii politycznej: Nowa Nadzieja";"";396;"1,25";"0,08";"Nie"
1;5;15;"Grażyna JANIC";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"opiekunka domowa";"Jelenia Góra";"026101";"m. Jelenia Góra";"nie należy do partii politycznej";"";206;"0,65";"0,04";"Nie"
1;5;16;"Wojciech ZARĘBA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"księgowy";"Lubań";"021001";"m. Lubań";"członek partii politycznej: Nowa Nadzieja";"";438;"1,38";"0,09";"Nie"
1;5;17;"Edyta Urszula SIEMASZKO";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"psycholog";"Przemków";"021605";"gm. Przemków";"członek partii politycznej: Nowa Nadzieja";"";463;"1,46";"0,09";"Nie"
1;5;18;"Krystian Adam WÓJCIK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Nowa Nadzieja";"";285;"0,90";"0,06";"Nie"
1;5;19;"Tomasz SZOPIŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Nowa Nadzieja";"";240;"0,76";"0,05";"Nie"
1;5;20;"Sebastian Jacek SPRYSAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier elektryk";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Ruch Narodowy";"";150;"0,47";"0,03";"Nie"
1;5;21;"Anna PŁUCIENICZAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"księgowa";"Legnica";"026201";"m. Legnica";"nie należy do partii politycznej";"";433;"1,36";"0,09";"Nie"
1;5;22;"Aleksandra WIECZYŃSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"kelnerka";"Bogatynia";"022503";"gm. Bogatynia";"członek partii politycznej: Nowa Nadzieja";"";247;"0,78";"0,05";"Nie"
1;5;23;"Przemysław Jerzy SOBCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Lisowice";"020907";"gm. Prochowice";"członek partii politycznej: Nowa Nadzieja";"";268;"0,84";"0,05";"Nie"
1;5;24;"Dorota Elżbieta WĘGRZYN";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik technologii odzieży";"Grębocice";"021603";"gm. Grębocice";"członek partii politycznej: Nowa Nadzieja";"";763;"2,40";"0,15";"Nie"
1;6;1;"Zofia CZERNOW";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"ekonomista";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Platforma Obywatelska RP";"";30258;"17,85";"6,03";"Tak"
1;6;2;"Robert KROPIWNICKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"prawnik";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Platforma Obywatelska RP";"";31838;"18,78";"6,34";"Tak"
1;6;3;"Piotr BORYS";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"prawnik";"Lubin";"021101";"m. Lubin";"członek partii politycznej: Platforma Obywatelska RP";"";44912;"26,49";"8,95";"Tak"
1;6;4;"Iwona Małgorzata KRAWCZYK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"menedżer";"Czadrów";"020702";"gm. Kamienna Góra";"członek partii politycznej: Platforma Obywatelska RP";"";8831;"5,21";"1,76";"Tak"
1;6;5;"Łukasz HORBATOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Głogów";"020301";"m. Głogów";"członek partii politycznej: Platforma Obywatelska RP";"";13934;"8,22";"2,78";"Tak"
1;6;6;"Krystyna RADZIĘTA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"bibliotekarz";"Jędrzychowice";"022507";"gm. Zgorzelec";"członek partii politycznej: Platforma Obywatelska RP";"";6059;"3,57";"1,21";"Nie"
1;6;7;"Radosław Remigiusz PALCZEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"prawnik";"Bolesławiec";"020101";"m. Bolesławiec";"członek partii politycznej: Platforma Obywatelska RP";"";2238;"1,32";"0,45";"Nie"
1;6;8;"Joanna FURMAŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"inspektor ochrony środowiska";"Polkowice";"021604";"gm. Polkowice";"członek partii politycznej: Platforma Obywatelska RP";"";2063;"1,22";"0,41";"Nie"
1;6;9;"Konrad Jerzy SIKORA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"prawnik";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Nowoczesna";"";5687;"3,35";"1,13";"Nie"
1;6;10;"Zdzisława MADEJ-KWAPISZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"lekarz dermatolog";"Wojciechów";"022605";"gm. Zagrodno";"nie należy do partii politycznej";"";1842;"1,09";"0,37";"Nie"
1;6;11;"Krzysztof NESTER";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"zarządca nieruchomości";"Polkowice";"021604";"gm. Polkowice";"członek partii politycznej: Platforma Obywatelska RP";"";757;"0,45";"0,15";"Nie"
1;6;12;"Krzysztof Andrzej WIŚNIEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"fizjoterapeuta";"Miłków";"020608";"gm. Podgórzyn";"nie należy do partii politycznej";"";2478;"1,46";"0,49";"Nie"
1;6;13;"Michał BANDER";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"fizjoterapeuta";"Jawor";"020501";"m. Jawor";"członek partii politycznej: Platforma Obywatelska RP";"";1966;"1,16";"0,39";"Nie"
1;6;14;"Marlena Łucja ADLER";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel";"Lubań";"021001";"m. Lubań";"nie należy do partii politycznej";"";1683;"0,99";"0,34";"Nie"
1;6;15;"Jerzy Grzegorz STACHYRA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Bogatynia";"022503";"gm. Bogatynia";"członek partii politycznej: Platforma Obywatelska RP";"";1608;"0,95";"0,32";"Nie"
1;6;16;"Agata Mariola HUBSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"fizjoterapeuta";"Lubomierz";"021202";"gm. Lubomierz";"członek partii politycznej: Platforma Obywatelska RP";"";648;"0,38";"0,13";"Nie"
1;6;17;"Lubomir Rafał LESZCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"leśnik";"Świeradów-Zdrój";"021002";"m. Świeradów-Zdrój";"członek partii politycznej: Platforma Obywatelska RP";"";1396;"0,82";"0,28";"Nie"
1;6;18;"Żaneta BACZYŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"filolog języka francuskiego i hiszpańskiego";"Głogów";"020301";"m. Głogów";"członek partii politycznej: Platforma Obywatelska RP";"";701;"0,41";"0,14";"Nie"
1;6;19;"Edyta BIELECKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"prawnik";"Szklarska Poręba";"020604";"m. Szklarska Poręba";"nie należy do partii politycznej";"";745;"0,44";"0,15";"Nie"
1;6;20;"Joanna MIERKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel";"Ścinawa";"021104";"gm. Ścinawa";"nie należy do partii politycznej";"";430;"0,25";"0,09";"Nie"
1;6;21;"Wiesław Wiktor ŚWIERCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"inżynier inżynierii środowiska - gospodarka wodna i hydrologia";"Leszczyna";"022606";"gm. Złotoryja";"członek partii politycznej: Platforma Obywatelska RP";"";422;"0,25";"0,08";"Nie"
1;6;22;"Izabela Magdalena ORNAF";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"inżynier budownictwa lądowego";"Podgórki";"022604";"gm. Świerzawa";"członek partii politycznej: Zieloni";"";565;"0,33";"0,11";"Nie"
1;6;23;"Małgorzata Karolina SIKORA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczycielka";"Lubiechowa";"022604";"gm. Świerzawa";"nie należy do partii politycznej";"";933;"0,55";"0,19";"Nie"
1;6;24;"Aleksandra Anna KRZESZEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"prawnik";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Platforma Obywatelska RP";"";7546;"4,45";"1,50";"Nie"
1;7;1;"Ewa Izabella SOLARZ";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczycielka";"Kowary";"020602";"m. Kowary";"członek partii politycznej: Polska Jest Jedna";"";3384;"45,14";"0,67";"Nie"
1;7;2;"Przemysław Stanisław BARTKIEWICZ";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"administratywista";"Rosochata";"020904";"gm. Kunice";"członek partii politycznej: Polska Jest Jedna";"";838;"11,18";"0,17";"Nie"
1;7;3;"Krzysztof Piotr JAKUBOWSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"glazurnik";"Lubomierz";"021202";"gm. Lubomierz";"nie należy do partii politycznej";"";470;"6,27";"0,09";"Nie"
1;7;4;"Krzysztof Jan ROZTOCZYŃSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"politolog";"Biała";"020902";"gm. Chojnów";"członek partii politycznej: Polska Jest Jedna";"";276;"3,68";"0,05";"Nie"
1;7;5;"Szymon Jakub GALICKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"konduktor";"Pieńsk";"022504";"gm. Pieńsk";"członek partii politycznej: Polska Jest Jedna";"";335;"4,47";"0,07";"Nie"
1;7;6;"Dorota Katarzyna CIEMIĘGA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"pedagog";"Kowary";"020602";"m. Kowary";"członek partii politycznej: Polska Jest Jedna";"";198;"2,64";"0,04";"Nie"
1;7;7;"Jolanta Ewa GÓRSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"technik rolnik";"Gromadka";"020103";"gm. Gromadka";"członek partii politycznej: Polska Jest Jedna";"";640;"8,54";"0,13";"Nie"
1;7;8;"Wiktoria PŁONKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"laborant";"Polkowice";"021604";"gm. Polkowice";"członek partii politycznej: Polska Jest Jedna";"";317;"4,23";"0,06";"Nie"
1;7;9;"Arkadiusz Andrzej SPYCHAŁA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"operator urządzeń sterowanych numerycznie";"Polkowice";"021604";"gm. Polkowice";"członek partii politycznej: Polska Jest Jedna";"";164;"2,19";"0,03";"Nie"
1;7;10;"Mariusz Euzebiusz LAMLA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"inżynier budownictwa";"Głogów";"020301";"m. Głogów";"członek partii politycznej: Polska Jest Jedna";"";212;"2,83";"0,04";"Nie"
1;7;11;"Renata Helena DEMBEK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"ekonomista";"Polkowice";"021604";"gm. Polkowice";"nie należy do partii politycznej";"";138;"1,84";"0,03";"Nie"
1;7;12;"Franciszek Marian GAWLUK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"technik budowlany";"Biedrzychowa";"021604";"gm. Polkowice";"nie należy do partii politycznej";"";80;"1,07";"0,02";"Nie"
1;7;13;"Krzysztof Kazimierz WAGEL";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"agent ubezpieczeniowy";"Złotoryja";"022602";"m. Złotoryja";"członek partii politycznej: Polska Jest Jedna";"";90;"1,20";"0,02";"Nie"
1;7;14;"Mirosław Edward FUKS";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"emeryt";"Lisowice";"020907";"gm. Prochowice";"nie należy do partii politycznej";"";354;"4,72";"0,07";"Nie"
2;1;1;"Bartłomiej Piotr KUBICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"wyższy urzędnik samorządowy";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";1641;"28,25";"0,51";"Nie"
2;1;2;"Marcin Roman FIBICH";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"ekonomista";"Polanica-Zdrój";"020805";"m. Polanica-Zdrój";"nie należy do partii politycznej";"";332;"5,72";"0,10";"Nie"
2;1;3;"Klaudia Katarzyna MARKISZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"inżynier budownictwa - budownictwo ogólne";"Szalejów Dolny";"020807";"gm. Kłodzko";"nie należy do partii politycznej";"";394;"6,78";"0,12";"Nie"
2;1;4;"Tomasz MERCHUT";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"pracownik biurowy";"Świebodzice";"021902";"m. Świebodzice";"nie należy do partii politycznej";"";293;"5,04";"0,09";"Nie"
2;1;5;"Bartosz ROGUZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"dyrektor szkoły";"Szczytna";"020814";"gm. Szczytna";"nie należy do partii politycznej";"";282;"4,86";"0,09";"Nie"
2;1;6;"Łukasz Janusz KONCEWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"archiwista";"Ratowice";"022301";"gm. Czernica";"nie należy do partii politycznej";"";156;"2,69";"0,05";"Nie"
2;1;7;"Anna NAUMOWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"agent ubezpieczeniowy";"Idzików";"020806";"gm. Bystrzyca Kłodzka";"nie należy do partii politycznej";"";381;"6,56";"0,12";"Nie"
2;1;8;"Ewa OZIMEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"fizjoterapeuta";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";552;"9,50";"0,17";"Nie"
2;1;9;"Marek Lech DŁUBAŁA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"audytor/kontroler";"Szklary Górne";"021102";"gm. Lubin";"nie należy do partii politycznej";"";112;"1,93";"0,03";"Nie"
2;1;10;"Kamila Natalia BOROWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik biurowy";"Stronie Śląskie";"020813";"gm. Stronie Śląskie";"nie należy do partii politycznej";"";367;"6,32";"0,11";"Nie"
2;1;11;"Michał Wacław RODZIEWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"wideo filmowiec";"Świebodzice";"021902";"m. Świebodzice";"nie należy do partii politycznej";"";134;"2,31";"0,04";"Nie"
2;1;12;"Dawid KUSIBAB";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"pracownik biurowy";"Leśna";"021003";"gm. Leśna";"nie należy do partii politycznej";"";135;"2,32";"0,04";"Nie"
2;1;13;"Elżbieta Julia DZIEWA-DAŇA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"przewodnik turystyczny";"Złoty Stok";"022407";"gm. Złoty Stok";"nie należy do partii politycznej";"";138;"2,38";"0,04";"Nie"
2;1;14;"Hanna Karolina KIEC-GAWRONIAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"muzykolog";"Zdzieszowice";"160505";"gm. Zdzieszowice";"nie należy do partii politycznej";"";64;"1,10";"0,02";"Nie"
2;1;15;"Joanna WILCZEWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"ekonomista";"Dzierżoniów";"020202";"m. Dzierżoniów";"nie należy do partii politycznej";"";488;"8,40";"0,15";"Nie"
2;1;16;"Julian Kazimierz GOLAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"drukarz";"Nowa Ruda";"020804";"m. Nowa Ruda";"nie należy do partii politycznej";"";339;"5,84";"0,10";"Nie"
2;2;1;"Aleksandra Maria LEO";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"prawnik";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";16661;"42,49";"5,15";"Tak"
2;2;2;"Zbigniew Józef TUR";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wójt";"Podzamek";"020807";"gm. Kłodzko";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";4998;"12,75";"1,55";"Nie"
2;2;3;"Magdalena Anna ZIUBRAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"specjalista do spraw zintegrowanych systemów zarządzania";"Dzierżoniów";"020202";"m. Dzierżoniów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2246;"5,73";"0,69";"Nie"
2;2;4;"Marek Zdzisław KUBALA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"przedsiębiorca";"Wałbrzych";"026501";"m. Wałbrzych";"nie należy do partii politycznej";"";1180;"3,01";"0,36";"Nie"
2;2;5;"Kornelia Helena KUDAS";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiębiorca";"Tarnów";"022405";"gm. Ząbkowice Śląskie";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";835;"2,13";"0,26";"Nie"
2;2;6;"Małgorzata Anna ZAŁĘSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"mgr inż. budownictwa - budownictwo ogólne";"Śrem";"022403";"gm. Kamieniec Ząbkowicki";"nie należy do partii politycznej";"";1645;"4,19";"0,51";"Nie"
2;2;7;"Stanisław JURCEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier telekomunikacji";"Piława Górna";"020204";"m. Piława Górna";"nie należy do partii politycznej";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";1879;"4,79";"0,58";"Nie"
2;2;8;"Paulina ZAJĄC";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"farmaceutka";"Świdnica";"021901";"m. Świdnica";"nie należy do partii politycznej";"";2072;"5,28";"0,64";"Nie"
2;2;9;"Adam Paweł DOMAGAŁA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel fizyki";"Bielawa";"020201";"m. Bielawa";"nie należy do partii politycznej";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";2096;"5,34";"0,65";"Nie"
2;2;10;"Zygmunt Franciszek BALANT";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Gogołów";"021907";"gm. Świdnica";"nie należy do partii politycznej";"";789;"2,01";"0,24";"Nie"
2;2;11;"Jerzy SZEBLA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"specjalista fizjoterapii";"Kłodzko";"020802";"m. Kłodzko";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";420;"1,07";"0,13";"Nie"
2;2;12;"Alicja Aleksandra PIWOWAR";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"sekretarz gminy";"Lądek-Zdrój";"020808";"gm. Lądek-Zdrój";"nie należy do partii politycznej";"";1281;"3,27";"0,40";"Nie"
