"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
19;5;36;"Andrzej Roman HAJZIK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier inżynierii środowiska";"Warszawa";"146506";"Ochota";"członek partii politycznej: Ruch Narodowy";"";94;"0,08";"0,01";"Nie"
19;5;37;"Damian Adam MARKS";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"konstruktor";"Warszawa";"146502";"Bemowo";"członek partii politycznej: Nowa Nadzieja";"";179;"0,14";"0,01";"Nie"
19;5;38;"Agnieszka Maria SOWIŃSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel domowy";"Warszawa";"146519";"Żoliborz";"członek partii politycznej: Ruch Narodowy";"";468;"0,38";"0,03";"Nie"
19;5;39;"Jacek Władysław BARTYZEL";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"menedżer";"Warszawa";"146507";"Praga-Południe";"członek partii politycznej: Nowa Nadzieja";"";1065;"0,86";"0,06";"Nie"
19;6;1;"Donald Franciszek TUSK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"historyk";"Sopot";"226401";"m. Sopot";"członek partii politycznej: Platforma Obywatelska RP";"";538634;"72,66";"31,41";"Tak"
19;6;2;"Urszula Sara ZIELIŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"kierownik do spraw marketingu";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Zieloni";"";16470;"2,22";"0,96";"Tak"
19;6;3;"Aleksandra Małgorzata GAJEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"przedsiębiorczyni";"Warszawa";"146516";"Wilanów";"członek partii politycznej: Platforma Obywatelska RP";"";49428;"6,67";"2,88";"Tak"
19;6;4;"Katarzyna Anna LUBNAUER";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"matematyk";"Łódź";"106101";"m. Łódź";"członek partii politycznej: Nowoczesna";"";22529;"3,04";"1,31";"Tak"
19;6;5;"Andrzej Jan DOMAŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Platforma Obywatelska RP";"";6848;"0,92";"0,40";"Tak"
19;6;6;"Katarzyna Maria PIEKARSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"radca prawny";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Inicjatywa Polska";"";8748;"1,18";"0,51";"Tak"
19;6;7;"Michał Roch SZCZERBA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"poseł na Sejm RP";"Warszawa";"146518";"Wola";"członek partii politycznej: Platforma Obywatelska RP";"";28653;"3,87";"1,67";"Tak"
19;6;8;"Krzysztof Grzegorz STRZAŁKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"pracownik samorządowy";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Platforma Obywatelska RP";"";2447;"0,33";"0,14";"Nie"
19;6;9;"Dorota Ewa ŁOBODA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"działaczka organizacji pozarządowej";"Warszawa";"146519";"Żoliborz";"nie należy do partii politycznej";"";10510;"1,42";"0,61";"Tak"
19;6;10;"Ludwik Jerzy RAKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"pracownik samorządowy";"Warszawa";"146516";"Wilanów";"członek partii politycznej: Platforma Obywatelska RP";"";1607;"0,22";"0,09";"Nie"
19;6;11;"Klaudia Krystyna JACHIRA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"aktor";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Zieloni";"";9172;"1,24";"0,53";"Tak"
19;6;12;"Paweł Janusz PONCYLJUSZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"poseł na Sejm RP";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"";4869;"0,66";"0,28";"Nie"
19;6;13;"Beata Barbara MICHALEC";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel akademicki";"Warszawa";"146511";"Targówek";"członek partii politycznej: Platforma Obywatelska RP";"";1668;"0,23";"0,10";"Nie"
19;6;14;"Alicja DĄBROWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"lekarz";"Warszawa";"146508";"Praga-Północ";"członek partii politycznej: Platforma Obywatelska RP";"";4287;"0,58";"0,25";"Nie"
19;6;15;"Małgorzata Katarzyna ZAKRZEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"menedżerka kultury";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Platforma Obywatelska RP";"";1677;"0,23";"0,10";"Nie"
19;6;16;"Marian MAHOR";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"pracownik samorządowy";"Warszawa";"146515";"Wesoła";"członek partii politycznej: Platforma Obywatelska RP";"";1348;"0,18";"0,08";"Nie"
19;6;17;"Anna Bogusława AUKSEL-SEKUTOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"politolożka";"Warszawa";"146503";"Białołęka";"członek partii politycznej: Nowoczesna";"";1523;"0,21";"0,09";"Nie"
19;6;18;"Dariusz Paweł DZIEKANOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"publicysta";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Platforma Obywatelska RP";"";2237;"0,30";"0,13";"Nie"
19;6;19;"Agnieszka Elżbieta BOROWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"socjolożka";"Warszawa";"146503";"Białołęka";"członek partii politycznej: Platforma Obywatelska RP";"";1716;"0,23";"0,10";"Nie"
19;6;20;"Aleksander August POCIEJ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"adwokat";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Platforma Obywatelska RP";"";5260;"0,71";"0,31";"Nie"
19;6;21;"Agnieszka Monika WYRWAŁ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"projektant mody";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Platforma Obywatelska RP";"";1174;"0,16";"0,07";"Nie"
19;6;22;"Krzysztof Piotr SKOLIMOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"urzędnik samorządowy";"Warszawa";"146516";"Wilanów";"członek partii politycznej: Platforma Obywatelska RP";"";731;"0,10";"0,04";"Nie"
19;6;23;"Paweł Piotr LECH";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Warszawa";"146514";"Wawer";"członek partii politycznej: Platforma Obywatelska RP";"";1005;"0,14";"0,06";"Nie"
19;6;24;"Małgorzata ŻUBER-ZIELICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"fizyk";"Warszawa";"146518";"Wola";"członek partii politycznej: Platforma Obywatelska RP";"";929;"0,13";"0,05";"Nie"
19;6;25;"Sebastian Mirosław KOŚCIELNIK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedstawiciel handlowy";"Oświęcim";"121301";"m. Oświęcim";"członek partii politycznej: Platforma Obywatelska RP";"";448;"0,06";"0,03";"Nie"
19;6;26;"Magdalena Katarzyna WOJCIECHOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"przedstawicielka władzy samorządowej";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Nowoczesna";"";1355;"0,18";"0,08";"Nie"
19;6;27;"Oliwia Evin AZIZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"student";"Łódź";"106101";"m. Łódź";"członek partii politycznej: Platforma Obywatelska RP";"";1410;"0,19";"0,08";"Nie"
19;6;28;"Paweł Konrad WOJDA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"kierownik projektu";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Platforma Obywatelska RP";"";1428;"0,19";"0,08";"Nie"
19;6;29;"Mahbub Hossain SIDDIQUE-OLESIEJUK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"menedżer";"Warszawa";"146517";"Włochy";"członek partii politycznej: Platforma Obywatelska RP";"";775;"0,10";"0,05";"Nie"
19;6;30;"Małgorzata Ewa SZYMAŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"lekarz";"Warszawa";"146513";"Ursynów";"członek partii politycznej: Platforma Obywatelska RP";"";1020;"0,14";"0,06";"Nie"
19;6;31;"Jakub BERENT";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedstawiciel władzy samorządowej";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Nowoczesna";"";751;"0,10";"0,04";"Nie"
19;6;32;"Mira Jowita PORĘBA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel akademicki";"Warszawa";"146506";"Ochota";"członek partii politycznej: Platforma Obywatelska RP";"";371;"0,05";"0,02";"Nie"
19;6;33;"Grzegorz PORTASIEWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"starszy menedżer do spraw analizy finansowej";"Warszawa";"146509";"Rembertów";"członek partii politycznej: Platforma Obywatelska RP";"";481;"0,06";"0,03";"Nie"
19;6;34;"Mariola Elżbieta ZALEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel akademicki - nauki społeczne";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Platforma Obywatelska RP";"";801;"0,11";"0,05";"Nie"
19;6;35;"Anna ŚWIEŻAWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"tester oprogramowania komputerowego";"Warszawa";"146519";"Żoliborz";"członek partii politycznej: Platforma Obywatelska RP";"";524;"0,07";"0,03";"Nie"
19;6;36;"Magdalena Blanka KASIEWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"zarządca nieruchomości";"Warszawa";"146504";"Bielany";"członek partii politycznej: Platforma Obywatelska RP";"";412;"0,06";"0,02";"Nie"
19;6;37;"Bogdan MALISZEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"dyrektor zarządzający";"Warszawa";"146513";"Ursynów";"członek partii politycznej: Platforma Obywatelska RP";"";391;"0,05";"0,02";"Nie"
19;6;38;"Anna Elżbieta SAMCZYK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"przedsiębiorczyni";"Warszawa";"146502";"Bemowo";"członek partii politycznej: Platforma Obywatelska RP";"";694;"0,09";"0,04";"Nie"
19;6;39;"Michał Adam KUTWIN";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"programista systemów sztucznej inteligencji";"Warszawa";"146517";"Włochy";"członek partii politycznej: Platforma Obywatelska RP";"";762;"0,10";"0,04";"Nie"
19;6;40;"Magdalena ROGUSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"filolog polski";"Warszawa";"146503";"Białołęka";"członek partii politycznej: Platforma Obywatelska RP";"";6193;"0,84";"0,36";"Nie"
19;7;1;"Sylwia Maria PAWEŁCZAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"dziennikarz";"Warszawa";"146513";"Ursynów";"członek partii politycznej: Polska Jest Jedna";"";10483;"46,37";"0,61";"Nie"
19;7;2;"Grzegorz Paweł WINIAREK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"ekonomista";"Warszawa";"146514";"Wawer";"członek partii politycznej: Polska Jest Jedna";"";3127;"13,83";"0,18";"Nie"
19;7;3;"Patrycja KALINOWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczyciel";"Marki";"143402";"m. Marki";"nie należy do partii politycznej";"";965;"4,27";"0,06";"Nie"
19;7;4;"Barbara Anna WAŚNIOWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"ekonomista";"Garlica Murowana";"120617";"gm. Zielonki";"nie należy do partii politycznej";"";493;"2,18";"0,03";"Nie"
19;7;5;"Hubert PIĄTEK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"monter";"Warszawa";"146502";"Bemowo";"nie należy do partii politycznej";"";1117;"4,94";"0,07";"Nie"
19;7;6;"Ewelina Agnieszka PIĄTKOWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczyciel";"Skwary";"142007";"gm. Naruszewo";"nie należy do partii politycznej";"";337;"1,49";"0,02";"Nie"
19;7;7;"Paulina BANASZEK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"groomer";"Łąki";"143409";"gm. Radzymin";"nie należy do partii politycznej";"";738;"3,26";"0,04";"Nie"
19;7;8;"Agnieszka KULIK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"sprzedawca";"Sokołowo Włościańskie";"142402";"gm. Obryte";"nie należy do partii politycznej";"";664;"2,94";"0,04";"Nie"
19;7;9;"Radosław Adam GÓRALSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"przedsiębiorca";"Radom";"146301";"m. Radom";"nie należy do partii politycznej";"";425;"1,88";"0,02";"Nie"
19;7;10;"Justyna Anna SALAMON";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczyciel";"Żary";"081102";"m. Żary";"nie należy do partii politycznej";"";384;"1,70";"0,02";"Nie"
19;7;11;"Aleksander Adam CAVALIERI-ŁUKASIEWICZ";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"dietetyk";"Gdańsk";"226101";"m. Gdańsk";"nie należy do partii politycznej";"";157;"0,69";"0,01";"Nie"
19;7;12;"Ewa Maria SKARZYŃSKA-SZCZEPANIAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"archeolog";"Warszawa";"146505";"Mokotów";"nie należy do partii politycznej";"";270;"1,19";"0,02";"Nie"
19;7;13;"Urszula Kazimiera WIŚNIEWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"opiekunka w żłobku";"Warszawa";"146503";"Białołęka";"nie należy do partii politycznej";"";327;"1,45";"0,02";"Nie"
19;7;14;"Marian PIWOWARCZUK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"kierownik małego przedsiębiorstwa budowlanego";"Warszawa";"146504";"Bielany";"członek partii politycznej: Polska Jest Jedna";"";505;"2,23";"0,03";"Nie"
19;7;15;"Grażyna IWIŃSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"pracownik samorządowy";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"";216;"0,96";"0,01";"Nie"
19;7;16;"Włodzimierz WÓJCIK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"emeryt";"Radom";"146301";"m. Radom";"nie należy do partii politycznej";"";212;"0,94";"0,01";"Nie"
19;7;17;"Justyna Monika JAKUBCZYK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczyciel";"Biała Podlaska";"066101";"m. Biała Podlaska";"nie należy do partii politycznej";"";224;"0,99";"0,01";"Nie"
19;7;18;"Przemysław Adam MIELCZAREK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"inżynier telekomunikacji";"Bełchatów";"100101";"m. Bełchatów";"nie należy do partii politycznej";"";213;"0,94";"0,01";"Nie"
19;7;19;"Joanna Barbara BILECKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"specjalista ds. rekrutacji";"Józefosław";"141804";"gm. Piaseczno";"nie należy do partii politycznej";"";230;"1,02";"0,01";"Nie"
19;7;20;"Anna MAINARDI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"technolog żywności";"Warszawa";"146513";"Ursynów";"nie należy do partii politycznej";"";106;"0,47";"0,01";"Nie"
19;7;21;"Henryk KRAWCZYK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"konsultant do spraw systemów informatycznych";"Warszawa";"146507";"Praga-Południe";"członek partii politycznej: Polska Jest Jedna";"";340;"1,50";"0,02";"Nie"
19;7;22;"Jolanta Grażyna FIRLĄG";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczyciel";"Józefów";"141701";"m. Józefów";"członek partii politycznej: Polska Jest Jedna";"";155;"0,69";"0,01";"Nie"
19;7;23;"Mirosław Jan FIRLĄG";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"przedsiębiorca";"Józefów";"141701";"m. Józefów";"nie należy do partii politycznej";"";130;"0,58";"0,01";"Nie"
19;7;24;"Przemysław JANKOWSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"przedsiębiorca";"Milanówek";"140501";"m. Milanówek";"nie należy do partii politycznej";"";790;"3,49";"0,05";"Nie"
20;1;1;"Dariusz KACPRZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"wyższy urzędnik samorządowy";"Warszawa";"146503";"Białołęka";"nie należy do partii politycznej";"";4314;"26,03";"0,59";"Nie"
20;1;2;"Beata Katarzyna DĄBROWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"zarządca nieruchomości";"Kobyłka";"143401";"m. Kobyłka";"nie należy do partii politycznej";"";1718;"10,37";"0,24";"Nie"
20;1;3;"Mikołaj SZCZEPANOWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"urzędnik";"Marki";"143402";"m. Marki";"nie należy do partii politycznej";"";717;"4,33";"0,10";"Nie"
20;1;4;"Aleksandra Agnieszka RUTKOWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"menedżer produktu";"Zakręt";"141708";"gm. Wiązowna";"nie należy do partii politycznej";"";866;"5,23";"0,12";"Nie"
20;1;5;"Beata Edyta UGODZIŃSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"główny księgowy";"Stanisławowo";"140804";"gm. Serock";"nie należy do partii politycznej";"";556;"3,36";"0,08";"Nie"
20;1;6;"Ewa Anna KACPROWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"główny księgowy";"Konstancin-Jeziorna";"141802";"gm. Konstancin-Jeziorna";"nie należy do partii politycznej";"";553;"3,34";"0,08";"Nie"
20;1;7;"Urszula GABRIEL";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"nauczyciel edukacji wczesnoszkolnej";"Ostrołęka";"146101";"m. Ostrołęka";"nie należy do partii politycznej";"";673;"4,06";"0,09";"Nie"
20;1;8;"Wojciech KWIATKOWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"chemik";"Dziecinów";"141707";"gm. Sobienie-Jeziory";"nie należy do partii politycznej";"";615;"3,71";"0,08";"Nie"
20;1;9;"Agata JACHOWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"windykator";"Julianów";"141804";"gm. Piaseczno";"nie należy do partii politycznej";"";526;"3,17";"0,07";"Nie"
20;1;10;"Andrzej Janusz WŁOSEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"dyrektor generalny";"Stanisławów";"141403";"gm. Leoncin";"nie należy do partii politycznej";"";325;"1,96";"0,04";"Nie"
20;1;11;"Sławomir STAROSTA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik ekonomista";"Rybie";"142106";"gm. Raszyn";"nie należy do partii politycznej";"";253;"1,53";"0,03";"Nie"
20;1;12;"Krystyna KOT";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"filolog polski";"Zielonka";"143404";"m. Zielonka";"nie należy do partii politycznej";"";948;"5,72";"0,13";"Nie"
20;1;13;"Piotr JĄDRZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"organizator imprez rozrywkowych";"Piastów";"142101";"m. Piastów";"nie należy do partii politycznej";"";257;"1,55";"0,04";"Nie"
20;1;14;"Tomasz MAZAN";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik handlowiec";"Kobyłka";"143401";"m. Kobyłka";"nie należy do partii politycznej";"";341;"2,06";"0,05";"Nie"
20;1;15;"Julia MALCZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"fizjoterapeuta";"Dziechciniec";"141708";"gm. Wiązowna";"nie należy do partii politycznej";"";627;"3,78";"0,09";"Nie"
20;1;16;"Wiktor KUŹNIA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik spedytor";"Józefów";"141701";"m. Józefów";"nie należy do partii politycznej";"";290;"1,75";"0,04";"Nie"
20;1;17;"Roksana Wioletta MAŁYSIAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"kosmetolog";"Czeczotki";"141402";"gm. Czosnów";"nie należy do partii politycznej";"";185;"1,12";"0,03";"Nie"
20;1;18;"Dariusz WILEŃSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"ekonomista";"Otwock";"141702";"m. Otwock";"nie należy do partii politycznej";"";255;"1,54";"0,03";"Nie"
20;1;19;"Katarzyna SIKORA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"zarządca nieruchomości";"Warszawa";"146502";"Bemowo";"nie należy do partii politycznej";"";442;"2,67";"0,06";"Nie"
20;1;20;"Lucyna BACA-LÖNN";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"prezes";"Lipków";"143207";"gm. Stare Babice";"nie należy do partii politycznej";"";202;"1,22";"0,03";"Nie"
20;1;21;"Monika JANKOWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"inżynier architekt";"Turów";"143412";"gm. Wołomin";"nie należy do partii politycznej";"";390;"2,35";"0,05";"Nie"
20;1;22;"Michał Paweł PIETRZAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik elektronik";"Komorów";"142104";"gm. Michałowice";"nie należy do partii politycznej";"";396;"2,39";"0,05";"Nie"
20;1;23;"Małgorzata ZAWADZKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"przedstawiciel handlowy";"Radzymin";"143409";"gm. Radzymin";"nie należy do partii politycznej";"";638;"3,85";"0,09";"Nie"
20;1;24;"Marek Jan PÓŁTURZYCKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"nauczyciel akademicki";"Chotomów";"140802";"gm. Jabłonna";"nie należy do partii politycznej";"";484;"2,92";"0,07";"Nie"
20;2;1;"Paweł Ksawery ZALEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"historyk";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";35395;"32,15";"4,84";"Tak"
20;2;2;"Bożena Jadwiga ŻELAZOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"politolog";"Józefów";"141701";"m. Józefów";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";17416;"15,82";"2,38";"Tak"
20;2;3;"Magdalena Grażyna ROGOZIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"prawnik";"Zamienie";"141803";"gm. Lesznowola";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";6480;"5,89";"0,89";"Nie"
20;2;4;"Dorota Janina STALIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"aktorka";"Milanówek";"140501";"m. Milanówek";"nie należy do partii politycznej";"";10068;"9,15";"1,38";"Nie"
20;2;5;"Bogdan Kazimierz KIEŁBASIŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"politolog";"Legionowo";"140801";"m. Legionowo";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";2940;"2,67";"0,40";"Nie"
